id,SurveyNum,Avrage_PR,Trans_lengthm,Lionfish_size_TL,Habitat_type,Lionfish_visibility,Lionfish_behaviour,Adj_behaviour,TOD,Num_attempts,Captured_bin,Mins_elapsed,Hrs_elapsed,Adj_min,Gamma_min,Capturer_name,Proportion_caught,Adj_Prop,Prop_remaining,Cap_Dives,Cap_removals,Cap_exp,Cap_affl,Cap_exp_new,Cap_exp_2821
913,5134,0.735442192,NA,35,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
914,5134,0.735442192,NA,20,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
915,5134,0.735442192,NA,30,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
916,5134,0.735442192,NA,30,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
917,5134,0.735442192,NA,20,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
918,5134,0.735442192,NA,15,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
919,5134,0.735442192,NA,25,Reef,NA,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Travis and Alex,1,0.99999,0,NA,NA,High,Volunteer,High,High
776,5119,0.735442192,NA,20,Reef,NA,rest,rest,midday,1,1,0.166666667,0.00278,0.083333334,0.083333334,Grayson and Travis,0.8,0.8,0.2,NA,NA,High,Volunteer,High,High
777,5119,0.735442192,NA,25,Reef,NA,rest,rest,midday,1,1,0.166666667,0.00278,0.083333334,0.083333334,Grayson and Travis,0.8,0.8,0.2,NA,NA,High,Volunteer,High,High
1093,5440,0.485620915,NA,40,Reef,SH,swim,active,midday,1,1,0.1,0.00167,0.1,0.1,Kara and Holden,0.4,0.4,0.6,NA,NA,High,NRM&CS,High,High
66,189,0.677419355,23,13,Reef,EXP,hover,active,midday,1,1,0.114,0.0019,0.114,0.114,Steve Schalk,1,0.99999,0,NA,NA,High,NRM&CS,High,High
624,5102,0.735442192,NA,26,Reef,EXP,rest,rest,Crepuscular,1,1,0.116666667,0.0019,0.116666667,0.116666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
625,5102,0.735442192,NA,23,Reef,EXP,rest,rest,Crepuscular,1,1,0.116666667,0.0019,0.116666667,0.116666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
747,5116,0.735442192,NA,21.6,Reef,EXP,hover,active,midday,1,1,0.116666667,0.00194,0.116666667,0.116666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
746,5116,0.735442192,NA,24.8,Reef,EXP,swim,active,midday,1,1,0.216666667,0.00361,0.133333334,0.133333334,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
623,5102,0.735442192,NA,29,Reef,EXP,hunt,active,Crepuscular,1,1,0.166666667,0.0028,0.166666667,0.166666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
701,5112,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.166666667,0.0028,0.166666667,0.166666667,Fogg and Riffe,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1017,5410,0.485620915,NA,28,Reef,EXP,hover,active,Crepuscular,1,1,0.166666667,0.00278,0.166666667,0.166666667,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1018,5410,0.485620915,NA,41,Reef,EXP,hover,active,Crepuscular,1,1,0.166666667,0.00278,0.166666667,0.166666667,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1077,5431,0.485620915,NA,18,Reef,EXP,hover,active,Crepuscular,1,1,0.166666667,0.00278,0.166666667,0.166666667,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1078,5431,0.485620915,NA,33,Reef,EXP,swim,active,Crepuscular,1,1,0.166666667,0.00278,0.166666667,0.166666667,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
191,1006,0.90625,10,7,Reef,EXP,rest,rest,midday,1,1,0.198,0.0033,0.198,0.198,John,1,0.99999,0,NA,NA,NA,NA,High,High
72,206,0.677419355,16,15,Reef,SH,rest,rest,midday,1,1,1.086,0.0181,0.204,0.204,Steve Schalk,1,0.99999,0,NA,NA,High,NRM&CS,High,High
1022,5411,0.485620915,NA,35,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Brian and Josh,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
600,5101,0.735442192,NA,13,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.0042,0.25,0.25,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
601,5101,0.735442192,NA,13,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.0042,0.25,0.25,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
1015,5410,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1016,5410,0.485620915,NA,27,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1032,5413,0.485620915,NA,27,Reef,NA,NA,NA,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1063,5428,0.485620915,NA,24,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1064,5428,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1065,5428,0.485620915,NA,27,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1066,5428,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1067,5428,0.485620915,NA,40,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1076,5431,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.25,0.00417,0.25,0.25,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
302,2043,0.893939394,29,NA,Reef,EXP,rest,rest,midday,1,1,0.282,0.0047,0.282,0.282,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
329,2093,0.8,45.3,30,Reef,EXP,hover,active,midday,1,1,0.3,0.005,0.3,0.3,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
488,2703,0.857142857,11,22,Reef,EXP,hover,active,midday,1,1,0.33,0.0055,0.33,0.33,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
598,5101,0.735442192,NA,12,Reef,EXP,hover,active,Crepuscular,1,1,0.33,0.0055,0.33,0.33,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
599,5101,0.735442192,NA,30,Reef,NA,hunt,active,Crepuscular,1,1,0.33,0.0055,0.33,0.33,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
455,2561,1,3,36,Reef,EXP,rest,rest,midday,1,1,0.33,0.0055,0.33,0.33,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
456,2561,1,44,38,Reef,EXP,rest,rest,midday,1,1,0.33,0.0055,0.33,0.33,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
459,2567,1,40,39,Reef,EXP,hover,active,midday,1,1,0.33,0.0055,0.33,0.33,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
1097,5444,0.485620915,NA,21,Reef,EXP,hover,active,Crepuscular,1,1,0.333333333,0.00556,0.333333333,0.333333333,Curtis and Wendy,1,0.99999,0,NA,NA,High,Dive Professional,High,High
597,5101,0.735442192,NA,12,Reef,EXP,hover,active,Crepuscular,1,1,0.333333333,0.0056,0.333333333,0.333333333,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
740,5115,0.735442192,NA,23,Reef,NA,NA,NA,Crepuscular,1,1,0.333333333,0.0056,0.333333333,0.333333333,Grayson and Travis,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
1013,5410,0.485620915,NA,23,Reef,EXP,hunt,active,Crepuscular,1,1,0.333333333,0.00556,0.333333333,0.333333333,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1014,5410,0.485620915,NA,25,Reef,EXP,hunt,active,Crepuscular,1,1,0.333333333,0.00556,0.333333333,0.333333333,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1062,5428,0.485620915,NA,23,Reef,EXP,hover,active,Crepuscular,1,1,0.333333333,0.00556,0.333333333,0.333333333,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
300,2018,0.857142857,50,15,Reef,EXP,hover,active,midday,1,1,0.336,0.0056,0.336,0.336,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
492,2739,1,42,26,Reef,EXP,rest,rest,midday,1,1,0.336,0.0056,0.336,0.336,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
291,2010,0.857142857,45,35,Sponge,EXP,hover,active,midday,1,1,0.348,0.0058,0.348,0.348,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High
296,2017,0.857142857,25,14,Reef,SH,rest,rest,midday,1,1,0.366,0.0061,0.366,0.366,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
460,2567,1,50,34,Reef,SH,rest,rest,midday,1,1,0.402,0.0067,0.402,0.402,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
596,5101,0.735442192,NA,13,Reef,NA,rest,rest,Crepuscular,1,1,0.416666667,0.0069,0.416666667,0.416666667,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
1041,5424,0.485620915,NA,29,Reef,EXP,hover,active,midday,1,1,0.416666667,0.00694,0.416666667,0.416666667,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1091,5440,0.485620915,NA,33,Reef,EXP,hover,active,midday,1,1,0.75,0.0125,0.416666667,0.416666667,Kara and Holden,0.4,0.4,0.6,NA,NA,High,NRM&CS,High,High
347,2128,0.65,39,30,Reef,SH,hover,active,midday,1,1,0.432,0.0072,0.432,0.432,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
297,2017,0.857142857,32,15,Reef,SH,rest,rest,midday,1,1,0.468,0.0078,0.468,0.468,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
439,2493,0.714285714,3,15,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
440,2493,0.714285714,3,15,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
375,2174,0.775,10.9,27,Reef,SH,hover,active,midday,1,1,0.498,0.0083,0.498,0.498,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
303,2043,NA,50,NA,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
325,2088,0.8,5,38,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Terry,0.75,0.75,0.25,1231,300,High,NRM&CS,High,High
490,2713,1,4,32,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Ed,1,0.99999,0,NA,NA,High,Volunteer,High,High
453,2561,1,6,30,Reef,EXP,hunt,active,midday,1,1,0.498,0.0083,0.498,0.498,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
458,2561,1,6,36,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
84,208,0.677419355,78,12,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
387,2270,0.909090909,23,25,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,0.5,0.5,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
388,2270,0.909090909,23,30,Reef,SH,hover,active,midday,1,1,1.002,0.0167,0.5,0.5,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
1021,5411,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.5,0.00833,0.5,0.5,Brian and Josh,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
594,5101,0.735442192,NA,13,Reef,EXP,hover,active,Crepuscular,1,1,0.5,0.0083,0.5,0.5,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
739,5115,0.735442192,NA,26,Reef,NA,NA,NA,Crepuscular,1,1,0.5,0.0083,0.5,0.5,Grayson and Travis,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
677,5108,0.735442192,NA,21,Reef,EXP,swim,active,midday,1,1,0.5,0.0083,0.5,0.5,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
1012,5410,0.485620915,NA,29,Reef,EXP,hover,active,Crepuscular,1,1,0.5,0.00833,0.5,0.5,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1060,5428,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,0.5,0.00833,0.5,0.5,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
327,2088,0.8,5,25,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,0.504,0.504,Terry,0.75,0.75,0.25,1231,300,High,NRM&CS,High,High
304,2043,0.893939394,3,25,Reef,EXP,rest,rest,midday,1,1,0.516,0.0086,0.516,0.516,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
305,2043,0.893939394,36,NA,Reef,SH,rest,rest,midday,1,1,0.534,0.0089,0.534,0.534,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
448,2524,0.714285714,28,35,Reef,SH,rest,rest,midday,1,1,0.552,0.0092,0.552,0.552,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
390,2280,0.909090909,40,26,Reef,SH,rest,rest,midday,1,1,0.552,0.0092,0.552,0.552,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
337,2112,0.923076923,4.5,38,Reef,EXP,rest,rest,midday,1,1,0.552,0.0092,0.552,0.552,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
288,2009,0.857142857,49.1,28,Reef,SH,rest,rest,midday,1,1,0.582,0.0097,0.582,0.582,Greg,1,0.99999,0,NA,NA,NA,NA,High,High
85,208,0.677419355,37,23,Reef,SH,rest,rest,midday,1,1,0.582,0.0097,0.582,0.582,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
137,327,0.8,37,30,Reef,SH,hover,active,midday,1,1,0.6,0.01,0.6,0.6,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
391,2280,0.909090909,40,24,Reef,SH,rest,rest,midday,1,1,0.618,0.0103,0.618,0.618,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
407,2356,0.625,12,10,Reef,EXP,rest,rest,midday,1,1,0.636,0.0106,0.636,0.636,Liz,0.5,0.5,0.5,400,200,High,NRM&CS,High,High
377,2174,0.775,7.4,17,Reef,EXP,hover,active,midday,1,1,0.666,0.0111,0.666,0.666,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
289,2009,0.857142857,1,20,Sponge,EXP,hover,active,midday,1,1,0.666,0.0111,0.666,0.666,Greg,1,0.99999,0,NA,NA,NA,NA,High,High
86,208,0.677419355,10,11,Reef,SH,rest,rest,midday,1,1,0.666,0.0111,0.666,0.666,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
87,208,0.677419355,58,16,Reef,SH,rest,rest,midday,1,1,0.666,0.0111,0.666,0.666,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
322,2075,0.8,18.8,8,Reef,SH,hover,active,midday,1,1,0.684,0.0114,0.684,0.684,Ryan,1,0.99999,0,1500,300,High,NRM&CS,High,High
438,2484,0.857142857,34,26,Reef,SH,rest,rest,midday,1,1,0.702,0.0117,0.702,0.702,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
338,2112,0.923076923,3.3,35,Reef,SH,rest,rest,midday,1,1,0.714,0.0119,0.714,0.714,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
348,2128,0.65,27,17,Reef,EXP,swim,active,midday,1,1,0.714,0.0119,0.714,0.714,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
738,5115,0.735442192,NA,28,Reef,NA,hover,active,Crepuscular,1,1,0.75,0.0125,0.75,0.75,Grayson and Travis,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
1011,5410,0.485620915,NA,27,Reef,SH,rest,rest,Crepuscular,1,1,0.75,0.0125,0.75,0.75,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1040,5424,0.485620915,NA,20,Reef,SH,hover,active,midday,1,1,0.75,0.0125,0.75,0.75,Kara and Holden,0.333333333,0.333333333,0.666666667,NA,NA,High,NRM&CS,High,High
1030,5413,0.485620915,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,1,0.01667,0.75,0.75,Kris and Grytch,0.333333333,0.333333333,0.666666667,NA,NA,High,Volunteer,High,High
314,2059,0.677419355,4,25,Reef,SH,rest,rest,midday,1,1,0.786,0.0131,0.786,0.786,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
285,2005,0.75,4,24,Reef,SH,rest,rest,midday,1,1,0.798,0.0133,0.798,0.798,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
454,2561,1,6,39,Reef,EXP,hunt,active,midday,1,1,0.798,0.0133,0.798,0.798,Jason Vogan,1,0.99999,0,NA,NA,High,Dive Professional,High,High
292,2010,0.857142857,46,15,Reef,SH,rest,rest,midday,1,1,0.816,0.0136,0.816,0.816,Ryan,0.6,0.6,0.4,1500,300,High,NRM&CS,High,High
308,2043,0.893939394,48,38,Reef,EXP,hover,active,midday,1,1,0.816,0.0136,0.816,0.816,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
151,386,0.529411765,1,23,Reef,SH,rest,rest,midday,1,1,0.834,0.0139,0.834,0.834,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
315,2059,0.677419355,25,28,Reef,EXP,swim,active,midday,1,1,0.864,0.0144,0.864,0.864,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
301,2022,0.857142857,26,17,Reef,SH,hover,active,midday,1,1,0.882,0.0147,0.882,0.882,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
71,206,0.677419355,16,15,Reef,EXP,rest,rest,midday,1,1,0.882,0.0147,0.882,0.882,Steve Schalk,1,0.99999,0,NA,NA,High,NRM&CS,High,High
88,208,0.677419355,60,16,Reef,SH,rest,rest,midday,1,1,0.882,0.0147,0.882,0.882,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
857,5126,0.735442192,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,1,0.01667,0.916666667,0.916666667,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
621,5102,0.735442192,NA,20,Reef,NA,NA,NA,Crepuscular,1,1,1,0.0167,0.916666667,0.916666667,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
276,1453,0.858974359,75,15,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,0.918666667,0.918666667,Liz T.,0.833333333,0.833333333,0.166666667,NA,NA,High,NRM&CS,High,High
326,2088,0.8,1,15,Reef,EXP,rest,rest,midday,1,1,0.936,0.0156,0.936,0.936,Terry,0.75,0.75,0.25,1231,300,High,NRM&CS,High,High
257,1311,0.846153846,14,17,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,0.996,0.996,Dan,0.5,0.5,0.5,300,2000,High,Dive Professional,High,High
114,285,NA,16.5,10,Reef,EXP,hover,active,midday,1,1,1,0.167,1,1,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
808,5123,0.735442192,NA,25,Reef,SH,rest,rest,midday,1,1,1,0.01667,1,1,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
888,5130,0.735442192,NA,20,Reef,EXP,hover,active,midday,1,1,1,0.01667,1,1,Andy and Chuck,1,0.99999,0,NA,NA,High,NA,High,High
1046,5426,0.485620915,NA,NA,Reef,EXP,hover,active,Crepuscular,1,1,1,0.01667,1,1,Brian and Josh,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
1047,5426,0.485620915,NA,NA,Reef,EXP,hover,active,Crepuscular,1,1,1,0.01667,1,1,Brian and Josh,0.333333333,0.333333333,0.666666667,NA,NA,NA,Volunteer,High,High
593,5101,0.735442192,NA,13,Reef,EXP,hover,active,Crepuscular,1,1,1,0.0167,1,1,Grayson and Travis,0.818181818,0.818181818,0.181818182,NA,NA,High,Volunteer,High,High
615,5102,0.735442192,NA,23,Reef,NA,NA,NA,Crepuscular,1,1,1,0.0167,1,1,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
617,5102,0.735442192,NA,21,Reef,NA,NA,NA,Crepuscular,1,1,1,0.0167,1,1,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
619,5102,0.735442192,NA,18,Reef,NA,NA,NA,Crepuscular,1,1,1,0.0167,1,1,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
620,5102,0.735442192,NA,17,Reef,NA,NA,NA,Crepuscular,1,1,1,0.0167,1,1,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
651,5104,0.735442192,NA,20,Reef,EXP,hunt,active,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
670,5108,0.735442192,NA,30,Reef,EXP,hover,active,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
671,5108,0.735442192,NA,12,Reef,SH,rest,rest,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
672,5108,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
673,5108,0.735442192,NA,20,Reef,SH,swim,active,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
674,5108,0.735442192,NA,18,Reef,EXP,swim,active,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
675,5108,0.735442192,NA,21,Reef,SH,NA,NA,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
676,5108,0.735442192,NA,26,Reef,NA,NA,NA,midday,1,1,1,0.0167,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
770,5119,0.735442192,NA,15,Reef,EXP,hunt,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
771,5119,0.735442192,NA,20,Reef,EXP,hunt,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
772,5119,0.735442192,NA,15,Reef,EXP,hunt,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
773,5119,0.735442192,NA,15,Reef,EXP,hunt,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
774,5119,0.735442192,NA,20,Reef,SH,swim,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
803,5122,0.735442192,NA,20,Reef,EXP,swim,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
805,5122,0.735442192,NA,19,Reef,SH,swim,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
876,5127,0.735442192,NA,18,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
877,5127,0.735442192,NA,18,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
889,5130,0.735442192,NA,25,Reef,EXP,hunt,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
890,5130,0.735442192,NA,34,Reef,EXP,hunt,active,midday,1,1,3,0.05,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
902,5132,0.735442192,NA,25,Reef,SH,rest,rest,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
903,5132,0.735442192,NA,30,Reef,SH,rest,rest,midday,1,1,2,0.03333,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
904,5132,0.735442192,NA,25,Reef,SH,rest,rest,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
905,5132,0.735442192,NA,35,Reef,SH,swim,active,midday,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
939,5136,0.735442192,NA,30,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
940,5136,0.735442192,NA,30,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
941,5136,0.735442192,NA,35,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
